OBJECTID,ROAD_NUMBER,ROAD_NAME,DIRECTION,ELEMENTS,SURFACE_TYPE,NUMBER_OF_TRAFFIC_LANES,LEFT_SHOULDER_WIDTH,TRAFFIC_WIDTH,RIGHT_SHOULDER_WIDTH,SEAL_WIDTH
2254,2400,STATE (BELL/SPRINGVALE) HWY,R, L1+L2+L3+L4+RT1+RT2+LT1,A,4,0,14,0,14
6021,2510,PRINCES HWY,R, L1+SL+SR+L2,S,2,2.5,7.4,1.5,11.4
248,2050,STATE (LOWER DANDENONG/CHELTENHAM) HWY,R, L1+L2+L3+RT1+LBL,A,3,0,10.5,0,10.5
14276,2550,HUME HWY,F, L1+SL+SR+L2,S,2,4,7.2,1.5,12.7
9280,2500,PRINCES HWY,R, L1+L2+RT1+LT1+LBL,S,2,0,7.8,0,7.8
12582,2460,BEACONSFIELD-NAR NAR GOON RD,R, L1+L2,A,2,0,7.4,0,7.4
6022,2420,DANDENONG BYPASS HWY,R, L1+SL+L2,A,2,2.5,7.3,0,9.8
2255,2400,STATE (BELL/SPRINGVALE) HWY,F, L1+L2+RT1+LBL,A,2,0,7.4,0,7.4
249,2140,PLENTY VALLEY HWY,F, L1+L2+RT1,U,2,0,6.3,0,6.3
2256,2190,SURFCOAST HWY,R, L1+L2+LT1,A,2,0,7.6,0,7.6
9281,2500,PRINCES HWY,F, L1+SR+L2+LPL,S,2,0,8.6,1.5,10.1
6023,2500,PRINCES HWY,F, L1+L2+LT1,A,2,0,7,0,7
12583,2510,PRINCES HWY,F, L1+SL+SR+L2,S,2,0.8,7.2,0.8,8.8
14277,2520,WESTERN HWY,F, L1+SL+SR+L2+LT1,S,2,3,7.2,1.2,11.4
2257,2120,DOCKLANDS HWY,R, L1+L2+L3+RT1+RT2+LBL,A,3,0,11.4,0,11.4
12584,2510,PRINCES HWY,F, L1+L2+LPL+RPL,S,2,0,8.6,0,8.6
9282,2500,PRINCES HWY,F, L1+L2+L3+RT1+LT1+LT2R,S,3,0,11.2,0,11.2
6024,2510,PRINCES HWY,F, L1+SL+SR+L2+RT1+LT1,S,2,1.5,7.2,1.5,10.2
250,2400,STATE (BELL/SPRINGVALE) HWY,R, L1+L2+L3,A,3,0,9.6,0,9.6
14278,2530,CALDER HWY,F, L1+SL+SR+L2,S,2,1.5,7.2,1.2,9.9
2258,2400,STATE (BELL/SPRINGVALE) HWY,F, L1+L2+L3+RT1,A,3,0,10.8,0,10.8
6025,2510,PRINCES HWY,F, L1+L2+LT1,S,2,0,7.4,0,7.4
9283,2510,PRINCES HWY,R, L1+L2+RT1+LPL,S,2,0,7.3,0,7.3
12585,2500,PRINCES HWY,F, L1+SL+L2+RT1R,S,2,3,7.4,0,10.4
251,2400,STATE (BELL/SPRINGVALE) HWY,F, L1+L2+L3+RT1+LT1,A,3,0,11,0,11
2259,2320,BULLEEN HWY,R, L1+L2+RT1,A,2,0,8.1,0,8.1
14279,2520,WESTERN HWY,R, L1+SL+SR+L2,S,2,3,7,1.2,11.2
6026,2500,PRINCES HWY,F, L1+L2+RT1,A,2,0,7.4,0,7.4
9284,2510,PRINCES HWY,F, L1+SL+SR+L2,S,2,1.2,7.2,1.2,9.6
12586,2510,PRINCES HWY,F, L1+SL+SR+L2,S,2,3.1,7,1.5,11.6
252,2190,SURFCOAST HWY,R, L1+L2+LBL,U,2,0,6.8,0,6.8
14280,2530,CALDER HWY,F, L1+SL+L2+RT1,S,2,2,7.8,0,9.9
2260,2040,MELTON HWY,F, L1+L2+RT1+LBL,A,2,0,7.1,0,7.1
9285,2510,PRINCES HWY,F, L1+L2+L3,A,3,0,10.8,0,10.8
12587,2510,PRINCES HWY,F, L1+L2+L3+LT1,A,3,0,10.7,0,10.7
6027,2510,PRINCES HWY,F, L1+SL+SR+L2,S,2,2.8,7.4,2,12.2
9286,2500,PRINCES HWY,F, L1+SL+SR+L2,S,2,1.5,7.2,1.5,10.2
14281,2520,WESTERN HWY,F, L1+SL+SR+L2,S,2,1.8,7.2,1.8,10.7
12588,2500,PRINCES HWY,R, L1+L2+ROF1+ROF2+ROFSHL,A,2,0,10.4,0,10.4
2261,2050,STATE (LOWER DANDENONG/CHELTENHAM) HWY,F, L1+L2+L3,A,3,0,10.5,0,10.5
6028,2510,PRINCES HWY,F, L1+L2+L3,A,3,0,10.8,0,10.8
253,2120,DOCKLANDS HWY,F, L1+L2+L3,A,3,0,10.5,0,10.5
9287,2510,PRINCES HWY,R, L1+L2,A,2,0,13.4,0,13.4
14282,2520,WESTERN HWY,F, L1+SL+SR+L2,S,2,2.6,7.4,2.6,12.6
6029,2510,PRINCES HWY,R, L1+SL+SR+L2,A,2,3,7.2,1.5,11.7
254,2400,STATE (BELL/SPRINGVALE) HWY,F, L1+L2+L3+RT1,A,3,0,11.5,0,11.5
2262,2090,DANDENONG VALLEY HWY,F, L1+L2+L3+RT1+RT2+LT1,A,3,0,10.5,0,10.5
12589,2500,PRINCES HWY,F, L1+SL+SR+L2+LT1R,S,2,1.8,7.6,1.8,11.2
9288,2510,PRINCES HWY,R, L1+L2+L3+L4+RT1,A,4,0,13.5,0,13.5
6030,2510,PRINCES HWY,R, L1+L2+L3,A,3,0,10.5,0,10.5
2263,2090,DANDENONG VALLEY HWY,F, L1+L2+RT1,S,2,0,7.4,0,7.4
255,2320,BULLEEN HWY,R, L1+L2,A,2,0,8.1,0,8.1
12590,2500,PRINCES HWY,F, L1+SR+L2,S,2,0,8,1.8,9.8
9289,2510,PRINCES HWY,F, L1+L2+L3+L4,A,4,0,12,0,12
6031,2510,PRINCES HWY,F, L1+L2+L3+L4,A,4,0,12,0,12
14283,2530,CALDER HWY,R, L1+SL+SR+L2,S,2,2.7,7.8,1.2,11.7
256,2000,MONASH FWY,F, L1+SL+L2+L3+L4+L5,A,5,1,17.5,0,18.5
9290,2500,PRINCES HWY,R, L1+SL+SR+L2+L3+RT1,A,3,3,10.6,2.5,16.1
12591,2510,PRINCES HWY,F, L1+SL+SR+L2,A,2,1.2,9.4,1.2,11.7
2264,2000,MONASH FWY,R, L1+SL+SR+L2+L3+L4+ROF1+ROF2,A,4,2.6,14,2.3,18.9
6032,2010,HOPKINS HWY,F, L1+L2+RT1+LBL+RBL,S,2,0,7.4,0,7.4
14284,2530,CALDER HWY,R, L1+SR+L2+LT1,S,2,0,7.2,1.4,8.5
257,2090,DANDENONG VALLEY HWY,R, L1+L2+L3+RT1+RT2,A,3,0,10.5,0,10.5
12592,2510,PRINCES HWY,F, L1+SL+SR+L2+RT1,A,2,1.5,7.2,1.5,10.2
9291,2510,PRINCES HWY,R, L1+SL+SR+L2+L3+L4,S,4,1.8,16,1.8,19.6
2265,2110,WIMMERA HWY,F, L1+L2,S,2,0,7.4,0,7.4
6033,2290,WELLINGTON ROAD HWY,R, L1+L2+L3,U,3,0,11.1,0,11.1
14285,2530,CALDER HWY,R, L1+SL+L2,A,2,2.2,7.2,0,9.4
258,2090,DANDENONG VALLEY HWY,R, L1+L2+RT1,S,2,0,7.4,0,7.4
6034,2190,SURFCOAST HWY,F, L1+L2+LBL,A,2,0,6.8,0,6.8
9292,2500,PRINCES HWY,F, L1+SL+SR+L2,S,2,1.8,6.8,1.5,10.1
14286,2520,WESTERN HWY,F, L1+SL+SR+L2+L3+L4,S,4,1.5,14.3,1.2,17
12593,2510,PRINCES HWY,F, L1+L2,A,2,0,8.4,0,8.4
259,2050,STATE (LOWER DANDENONG/CHELTENHAM) HWY,F, L1+L2+L3+RT1,A,3,0,11.1,0,11.1
2266,2230,WESTERN PORT HWY,F, L1+SL+SR+L2,S,2,2,7.4,2,11.4
9293,2500,PRINCES HWY,R, L1+L2+RT1+LT1+LBL,A,2,0,7.4,0,7.4
6035,2070,WARRIGAL HWY,F, L1+L2+L3+LT1,A,3,0,11.1,0,11.1
14287,2520,WESTERN HWY,F, L1+L2+RT1+LT1,A,2,0,4,0,4
260,2090,DANDENONG VALLEY HWY,F, L1+L2+L3+RT1,A,3,0,10.5,0,10.5
12594,2460,BEACONSFIELD-NAR NAR GOON RD,R, L1+SL+L2,S,2,2.2,7.4,0,9.6
2267,2170,HYLAND HWY,F, L1+L2+LT1,S,2,0,7.6,0,7.6
9294,2500,PRINCES HWY,F, L1+L2+LT1+RT1R,S,2,0,7.2,0,7.2
6036,2110,WIMMERA HWY,F, L1+L2,S,2,0,7.4,0,7.4
14288,2530,CALDER HWY,R, L1+SL+SR+L2,S,2,3.2,7.6,1.2,12
12595,2500,PRINCES HWY,R, L1+L2+LT1,S,2,0,7.2,0,7.2
261,2230,WESTERN PORT HWY,F, L1+SL+SR+L2+LT1,S,2,2.4,7.4,2.4,12.2
9295,2510,PRINCES HWY,F, L1+L2+LBL+RT1R,A,2,0,7.4,0,7.4
2268,2400,STATE (BELL/SPRINGVALE) HWY,F, L1+L2+L3+RT1,S,3,0,9.6,0,9.6
14289,2520,WESTERN HWY,R, L1+SL+SR+L2,A,2,3.2,7.2,1.5,11.9
6037,2100,WARBURTON HWY,F, L1+L2+L3,A,3,0,11.1,0,11.1
